text,topic,likes,clean_text,label
"we got bombed on 9/11 by people from SAUDI AMERICA, our BUDDIES — not Iran, wtf.",War,0,got bombed people saudi america buddies iran wtf,0
Boots on the ground return dead bodies is without boots,War,0,boots ground return dead bodies without boots,0
Epstein's War is costing the US more than we could imagine,War,0,epsteins war costing us could imagine,2
Tom Davis has a distorted view of what led to 911. Hardly a relevant justification for distrusting Iran and destroying diplomatic relations.,War,0,tom davis distorted view led hardly relevant justification distrusting iran destroying diplomatic relations,1
Your chair speaks sooooo slooooowlyyyyy.,War,0,chair speaks sooooo slooooowlyyyyy,2
Israel and USA will never win because god can see who is in the wrong what goes around comes around may god punish Israel and USA,War,0,israel usa never win god see wrong goes around comes around may god punish israel usa,0
Just drop 3 out of 4 bombs is enough there.,War,0,drop bombs enough,2
No mention that it's an illegal war.,War,1,mention illegal war,0
He knows if he passes a draft there will be a civil war. I assume he's for a civil war. How else will he get rid of us?,War,0,knows passes draft civil war assume hes civil war else get rid us,2
Dumish not ralking about israiel forchaving nuks and kiling milings,War,0,dumish ralking israiel forchaving nuks kiling milings,2
The war will not stop US and Israel till the war profit achieve in future landwise or technical wise.,War,0,war stop us israel till war profit achieve future landwise technical wise,1
"Debate nothing, from June only two Bomb is enough for middle East one for desalination plant one for power plant the country verysoon empty because their life so many years in luxury.",War,0,debate nothing june two bomb enough middle east one desalination plant one power plant country verysoon empty life many years luxury,1
Ground troops = dead sentence  = losers by the felon ☝️,War,0,ground troops dead sentence losers felon,0
I tell the Americans that the American administration does not want you well. The administration wants to bomb you and say it was done by Iran. Like 9-11 will fool you. Be careful,War,0,tell americans american administration want well administration wants bomb say done iran like fool careful,1
You guys you talk to Mach and you don't now what's going on we already hit Iran and they lost son Anwar military inter in said Iran 💪💪💪💪,War,0,guys talk mach dont whats going already hit iran lost son anwar military inter said iran,0
Someone needs to release a few hundred Epstein files that implicate Trump. But they probably have been torched.,War,0,someone needs release hundred epstein files implicate trump probably torched,2
US is stupid following Israel,War,0,us stupid following israel,0
After afghanistan 🇦🇫 iran 🇮🇷  is next grave yard for enemy,War,0,afghanistan iran next grave yard enemy,2
US can’t be that stupid to vote him back in 💩💩💩💩☝️☝️,War,0,us cant stupid vote back,0
"Trump, declare ""victory"" (or whatever you like), and go home to America - immediately and forever !!!  Peoples are tired of US wars all around the world !",War,0,trump declare victory whatever like go home america immediately forever peoples tired us wars around world,0
"As an outsider looking in... it looks like the reason the US is there is... to kick some   A$$. In other words, there IS no reason. Just violence for its own sake. This is so sad.",War,0,outsider looking looks like reason us kick words reason violence sake sad,0
"They want to send in US troops to recover the enriched uranium. What would that take? Roughly a division or maybe 20,000 troops.",War,0,want send us troops recover enriched uranium would take roughly division maybe troops,0
"18:58 ""The president is [out of] necessity going in now while Iran was weakened""

🤦‍♂️ 

You might've missed this, but Iran *isn't weakened* in any meaningful way that matters.

A group of dumb and dumber American real-estate agents are shopping in the Middle-East- *AGAINST* the advice of their military advisors. They have collectively been incapable of seeing the deals being offered, assessing their own bargaining power, or their downside risk.

This is classic Trump ""art of the deal"", where there is no intellect, no savvy, no art and certainly no deal.

First-class exemplers of Art of the Losers 😂😂😂",War,1,president necessity going iran weakened mightve missed iran isnt weakened meaningful way matters group dumb dumber american realestate agents shopping middleeast advice military advisors collectively incapable seeing deals offered assessing bargaining power downside risk classic trump art deal intellect savvy art certainly deal firstclass exemplers art losers,1
"Why is it so annoying hearing Lyndsey Graham call it the ""mid-east""",War,0,annoying hearing lyndsey graham call mideast,0
Trump' s face 😂it's called Iran missile syndrome. He losing it.,War,5,trump face called iran missile syndrome losing,2
"If America's sons and daughters go into Iran, they will be a foreign invading force engaging with a civilian population. Government change is for a civilian population to decide, not a foreign invading force. Never forget this.",War,1,americas sons daughters go iran foreign invading force engaging civilian population government change civilian population decide foreign invading force never forget,1
"Deploying combat force on the ground is like sending your own children to die before you. Are you willing to sacrifice them. Sir this time, it's not foolish to surrender but wisdom. Though there's a price to pay but it's a wise decision. Swallow your pride.",War,3,deploying combat force ground like sending children die willing sacrifice sir time foolish surrender wisdom though theres price pay wise decision swallow pride,1
"20:07 ""The Ven-zu-a-la thing""

🤦‍♂️ holy stupidly Batman!

Why are you even talking to this inbred American yokel ?",War,1,venzuala thing holy stupidly batman even talking inbred american yokel,0
Did Patty say democrats backed the war and next sentence said they didn’t?,War,0,patty say democrats backed war next sentence said didnt,2
"13:16    WtF?! Iran had *ABSOLUTELY NOTHING* to do with September 11!?

There is no evidence that Iran had advance knowledge of or directly participated in the planning of the September 11 attacks.

The 9/11 Commission Report (2004) explictly stated that The Commission  found no evidence that Iran or its ally Hezbollah were aware of the specific 9/11 plot.",War,1,wtf iran absolutely nothing september evidence iran advance knowledge directly participated planning september attacks commission report explictly stated commission found evidence iran ally hezbollah aware specific plot,1
It will be better let mr tramp to deploy himself to fight on the ground against Iran !,War,0,better let mr tramp deploy fight ground iran,1
I long for the day news gets beyond obsessing about the careers of politicians.,War,0,long day news gets beyond obsessing careers politicians,0
"Former Republican representative Tom Davis: ""...he (Trump) sees Iran as an existential threat.."" Trump, Vance and Hegseth are the existential threat to the USA. If they had been smart and played a long game, they probably could have achieved regime change in Iran. Saying that Iran not having nuclear weapons is their military objective seems to be saying that there is no military objective. So why are they bombing girls' schools and oil wells?",War,0,former republican representative tom davis trump sees iran existential threat trump vance hegseth existential threat usa smart played long game probably could achieved regime change iran saying iran nuclear weapons military objective seems saying military objective bombing girls schools oil wells,0
Iranian foreign minister said that they are waiting for ground troops and they will forget Vietnam,War,0,iranian foreign minister said waiting ground troops forget vietnam,0
President has already said that purpose of this war is regime change in Iran,War,0,president already said purpose war regime change iran,2
You are not bringing clarity you are not showing the damage done in Tel Aviv by the Iranian,War,0,bringing clarity showing damage done tel aviv iranian,2
While.  AMERICA 🇺🇸 ARMED FORCES MUST GET TO IN SAIDE IRAN 🇮🇷 TO CHALLENGE THE WRONG NEWS LEADERS OF IRAN 🇮🇷.  ONT ONLY AMERICA 🇺🇸 ARMED FORCES  . SAUDI 🇸🇦 UNITED AMREATE AND OTHER MIDDLE EAST America 🇺🇸 ARMED forces supporters.  Even eruption countries they should stand 🧍‍♂️ together with America 🇺🇸 ARMED forces.  Thanks,War,0,america armed forces must get saide iran challenge wrong news leaders iran ont america armed forces saudi united amreate middle east america armed forces supporters even eruption countries stand together america armed forces thanks,0
Frankly Iran has been provoking the USA and others since November 1979. Hostages and POWs were taken... I don't remember a peace treaty though... So there is certainly various reasons for the USA to do this... (That is a pretty old reason though),War,0,frankly iran provoking usa others since november hostages pows taken dont remember peace treaty though certainly various reasons usa pretty old reason though,1
Rest of the world will curse USA + Israel for the present situation  in middle east.,War,0,rest world curse usa israel present situation middle east,2
Governing by public opinion polls is a fools game: ask an American to find Iran on a map or how many people live there and they'll probably get both answers wrong.,War,0,governing public opinion polls fools game ask american find iran map many people live theyll probably get answers wrong,0
Dear Americans  please eliminate Mad Trump from your country.  Otherwise Mad Trump will eliminate all Americans.  Don't spoil your children future.,War,0,dear americans please eliminate mad trump country otherwise mad trump eliminate americans dont spoil children future,0
DONALD TRUMP  🇺🇸 & BENJAMIN  NETANYAHU  🇮🇱  🙈🙊🙉🦍🦧😖😠😡👺👎🏿,War,0,donald trump benjamin netanyahu,2
"Iran has never been involved ""directly or indirectly "" in any terrorist activity. The only thing that Iran has done is to support three groups fighting in their homeland against military/militant invaders. If defending your home is called a terrorist action, then every country or individual can be called a terrorist.",War,0,iran never involved directly indirectly terrorist activity thing iran done support three groups fighting homeland militarymilitant invaders defending home called terrorist action every country individual called terrorist,1
Satanyahu: Liar - guilty. Hypocrite - guilty. Crimes against humanity - guilty. Taking the US down with him - guilty.,War,0,satanyahu liar guilty hypocrite guilty crimes humanity guilty taking us guilty,0
"First you acquire nuclear weapons then you don't allow others to acquire it, what a hipocracy😂😂😂",War,0,first acquire nuclear weapons dont allow others acquire hipocracy,1
9011 who bombed the ztrade center..false flake.,War,0,bombed ztrade centerfalse flake,2
"A major war began on 28 February 2026 when the United States and Israel launched coordinated airstrikes on Iran targeting military and nuclear facilities.

The attacks reportedly killed Iran’s Supreme Leader Ali Khamenei and several senior officials, which dramatically escalated tensions.

🚀 Iran’s Response

Iran retaliated with:

Ballistic missiles and drones targeting Israel and U.S. bases in the Middle East.

Attacks affecting Gulf countries hosting U.S. forces, including the UAE and Jordan.

These strikes caused casualties and damage in several countries.

💥 Ongoing Fighting

Airstrikes by the U.S. and Israel continue on Iranian military and infrastructure sites.

Iran has continued launching missile and drone attacks in retaliation.

The conflict has also spread to groups like Hezbollah in Lebanon, increasing the risk of a regional war.

⚠ Humanitarian & Cultural Impact

Thousands of sites in Iran have reportedly been hit, with civilian casualties and infrastructure damage.

Some historical and cultural heritage sites in Iran have also been damaged, raising international concern.

🌍 Global Effects

The conflict is affecting the whole world:

Risk of oil supply disruption in the Strait of Hormuz, a key route for global oil trade.

Air travel disruptions and rising oil prices.

Many countries are calling for ceasefire and diplomacy.

✅ In short:

The U.S. and Israel attacked Iran first in late February 2026.

Iran retaliated with missiles and drones across the region.

The conflict is still ongoing and could expand further in the Middle East.

If you want, I can also explain:

Why this war started

Who is winning the conflict now

How it could affect Pakistan and oil prices.",War,0,major war began february united states israel launched coordinated airstrikes iran targeting military nuclear facilities attacks reportedly killed irans supreme leader ali khamenei several senior officials dramatically escalated tensions irans response iran retaliated ballistic missiles drones targeting israel us bases middle east attacks affecting gulf countries hosting us forces including uae jordan strikes caused casualties damage several countries ongoing fighting airstrikes us israel continue iranian military infrastructure sites iran continued launching missile drone attacks retaliation conflict also spread groups like hezbollah lebanon increasing risk regional war humanitarian cultural impact thousands sites iran reportedly hit civilian casualties infrastructure damage historical cultural heritage sites iran also damaged raising international concern global effects conflict affecting whole world risk oil supply disruption strait hormuz key route global oil trade air travel disruptions rising oil prices many countries calling ceasefire diplomacy short us israel attacked iran first late february iran retaliated missiles drones across region conflict still ongoing could expand middle east want also explain war started winning conflict could affect pakistan oil prices,1
"The fact that silly cartoons can mimic reality  :   Trump behaves exactly like Futurama's Incompetent Zap Brannigan: 
when a soldier asks why a worthless planet is worth dying for, Zapp Brannigan replies: ""Don't ask me. You're the ones who are going to be dying"". 
🙄",War,0,fact silly cartoons mimic reality trump behaves exactly like futuramas incompetent zap brannigan soldier asks worthless planet worth dying zapp brannigan replies dont ask youre ones going dying,0
Tom dude is a delusional Trump apologist.  Pathetic,War,0,tom dude delusional trump apologist pathetic,0
Qatar should side with Iran. And how about getting back to Palestine? We haven't forgotten Palestine ❤️❤️❤️ please do something.,War,0,qatar side iran getting back palestine havent forgotten palestine please something,2
Ground troops in Irán is dumb and they going to get masacre!! Hope baron trump be at front,War,0,ground troops irn dumb going get masacre hope baron trump front,0
Lindsay is closet gay.  Likes it rough. Some spanking.,War,0,lindsay closet gay likes rough spanking,1
America First = MAGA + Epstein class,War,0,america first maga epstein class,1
Let trump go on boots into iran rather than the soldiers.,War,1,let trump go boots iran rather soldiers,2
Who are these people?  Iran had nothing to do with 9/11!!!,War,1,people iran nothing,2
Este terrorista assass8no de meninas tinha que estar na cadeia! E não se apresentando na tv. War criminal!!,War,0,este terrorista assassno de meninas tinha que estar na cadeia e se apresentando na tv war criminal,0
Americans will march on DC and demand Trump's removal from office if ground troops are sent in to Iran.,War,0,americans march dc demand trumps removal office ground troops sent iran,2
Lindsay Should be in Jail….!!!!  Under US Law….!!!!!!,War,3,lindsay jail us law,0
Go……   Send American Sons and Daughters to fight Israel’s War………   It’s Not US War………   Yes…..   Send Your Children to Fight For Foreign Country’s War…….    Stupid Enough??????,War,0,go send american sons daughters fight israels war us war yes send children fight foreign countrys war stupid enough,0
It will be a second major mistake of the Tramp to deploy American soldiers in  Iran. He will not have to answer for the casualties of the American youth.,War,0,second major mistake tramp deploy american soldiers iran answer casualties american youth,1
"Higher oil prices are very good for Russia, will allow them to continue to finance the war in Ukraine!  That is tragic!",War,1,higher oil prices good russia allow continue finance war ukraine tragic,1
We are defeating ourselves with misguided and incompetent leadership at every level under dumb elections.,War,1,defeating misguided incompetent leadership every level dumb elections,0
What is the resson of this war what is goal,War,0,resson war goal,2
Don't worry all the prices will go down after we get this terrorist regime of iran out o.k?,War,0,dont worry prices go get terrorist regime iran ok,1
Just maybe the US might know something about them that most might not??,War,0,maybe us might know something might,2
"Megyn Kelly ""Gave it up under Joe Biden""
MEGYN talking untruths and nonsense!!!

The only thing she got right is that she was a ""CHEERLEADER for WAR for 20 years""!!!",War,0,megyn kelly gave joe biden megyn talking untruths nonsense thing got right cheerleader war years,1
American cheap and JYPSY politics EACH other president.    Democrats blame Republicans AND Republicans blame DEMOCRATS LEADERSHIP BOTTOM LINE AMERICAN DISRESPECT THEMSELVES.   American Politics control by  pimp and terrorist agencies MOUSAD unfortunately.      After president Donald Regan addminstertion Until NOW American politicians fooled and disrespect themselves LEFT AND RIGHT BELIVE ME LEFT AND RIGHT.,War,0,american cheap jypsy politics president democrats blame republicans republicans blame democrats leadership bottom line american disrespect american politics control pimp terrorist agencies mousad unfortunately president donald regan addminstertion american politicians fooled disrespect left right belive left right,1
"Mossad is working very hard to create some terrorist activity in the U.S. like 9/11, blame Iran, and sell the idea of sending American soldiers into Iran, just like Netanyahu pushed the U.S. into invading Iraq...!!!",War,5,mossad working hard create terrorist activity us like blame iran sell idea sending american soldiers iran like netanyahu pushed us invading iraq,0
"লা ইলাহা ইল্লা আল্লাহ , আল্লাহই যথেষ্ঠ ।",War,0,,2
Trump. Netanyahu and Republicans are responsible of this nonsense War.,War,1,trump netanyahu republicans responsible nonsense war,1
@Tom devis is a war monger,War,0,tom devis war monger,2
For reals if that Senator wants to send our sons n daughters to the frontline he best be there holding a weapon. I hate this ppl quick to send our kids to their death while they sleep in their comfy beds.,War,0,reals senator wants send sons n daughters frontline best holding weapon hate ppl quick send kids death sleep comfy beds,1
"Americans are suffering of high prices of  everything, their assets being destroyed, their people being killed just because of this illegal war forced on Iran with out any evidence just on words of the murderer who has been lying to Americans because he knows his corrupt thugs r there to support him.He has been doing this for last 30 yrs waging wars on other countries making America feel the pinch.These traitors in senate & congress r responsible for this Iran war they should be asked to pay for this war & not the Americans paying taxes.AIPAC should be abolished as soon as possible the better it will be.",War,0,americans suffering high prices everything assets destroyed people killed illegal war forced iran evidence words murderer lying americans knows corrupt thugs r support himhe last yrs waging wars countries making america feel pinchthese traitors senate congress r responsible iran war asked pay war americans paying taxesaipac abolished soon possible better,0
"Satanyahu is enjoying other Epstein islands without Trump.
Trump is under a lot of pressure. Trump misses Epstein island a lot. Otherwise he wouldn't have lost this war.",War,0,satanyahu enjoying epstein islands without trump trump lot pressure trump misses epstein island lot otherwise wouldnt lost war,1
Israel got most of the USA leaders dirty work evidence and Blackmailing them for middle east war.😂,War,0,israel got usa leaders dirty work evidence blackmailing middle east war,0
OPERATION EPIC FAILURE  😂😂😂,War,0,operation epic failure,0
"Netanyahu very cleverly drag donald trump into iran war, but still today trump can't tell this in his interview. America's evey president magically done it without any tensions: how much they wasted money only for israel. How many times usa repeated this, i don't no 😑",War,0,netanyahu cleverly drag donald trump iran war still today trump cant tell interview americas evey president magically done without tensions much wasted money israel many times usa repeated dont,1
"Considering the world stands with Palestine and against the israeli illegal occupation...
Is USA really going to war for Israel and against the world consensus",War,0,considering world stands palestine israeli illegal occupation usa really going war israel world consensus,0
Iran is a terrorist nation. It’s about time someone took them out.!Quit supporting terrorist,War,0,iran terrorist nation time someone took outquit supporting terrorist,1
"If the Idiot orders U.S. soldiers to fight in Iran, he should be impeached within 24 hours.",War,0,idiot orders us soldiers fight iran impeached within hours,0
Why should Americans dye for Israel? Let the IDF do it.,War,1,americans dye israel let idf,2
"MAGA is completely against Iran war, except small fringe of Israeli first individuals that are not America first.",War,1,maga completely iran war except small fringe israeli first individuals america first,1
Maybe instead of keeping people guessing in a conflict maybe make peace instead,War,0,maybe instead keeping people guessing conflict maybe make peace instead,2
"In my opinion, with Iran expertise with missiles, neither the aircraft carriers nor the ground troops are going to work at all.",War,0,opinion iran expertise missiles neither aircraft carriers ground troops going work,2
"Israel-america is brutality bound to end, criminal Netanyahu killed the children and Trump raping the children, what a criminal allies, world people are incapable of being safe truly good, thousands kids have killed in Gaza,192 school kids have killed, injuring another so kids in Iran by criminals",War,1,israelamerica brutality bound end criminal netanyahu killed children trump raping children criminal allies world people incapable safe truly good thousands kids killed gaza school kids killed injuring another kids iran criminals,0
Talk very good mood is crying,War,0,talk good mood crying,1
"There is NO victory. USA has already lost the war. When every Middle East base was hit, strained foreign relations due to US not protecting allies, depleting arms stockpiles & killing 170 girls/teachers. Disaster!",War,0,victory usa already lost war every middle east base hit strained foreign relations due us protecting allies depleting arms stockpiles killing girlsteachers disaster,0
Mashallah alhamdulillah I love Iran 🇮🇷,War,3,mashallah alhamdulillah love iran,1
Any ground invasion will not be done in secret… China and Russia have been providing satellite surveillance information throughout this war.,War,0,ground invasion done secret china russia providing satellite surveillance information throughout war,0
I think China looks at the Americans and say look at these stupid  breed,War,0,think china looks americans say look stupid breed,0
Americans do NOT want this war. Let alone our sons & daughter deployed to Iran. It WILL be a death sentence.,War,0,americans want war let alone sons daughter deployed iran death sentence,2
What job is Trump finishing while Iran is in this so call weaken state??,War,0,job trump finishing iran call weaken state,2
You can speculate while we regulate,War,0,speculate regulate,2
This Trump fella f**king up the entire world...,War,0,trump fella fking entire world,2
Lindsay have a daughter and niece all in one.,War,0,lindsay daughter niece one,2
Those stationed in the US Air Force Ramstein Base are asked to donate blood in preparation for casualties,War,0,stationed us air force ramstein base asked donate blood preparation casualties,0
"Trump is a moron and a war criminal, he must be punished for the deaths of 160 schoolgirls. US and Israel started this war of aggression but they might not be the ones to finish it.",War,0,trump moron war criminal must punished deaths schoolgirls us israel started war aggression might ones finish,0
I guess I'm wondering if Trump is the classic manchurian candidate intending to wreck the entire thing. It sure seems that way.,War,9,guess im wondering trump classic manchurian candidate intending wreck entire thing sure seems way,1
Lindsey Graham through his own admission travels to Israel every 2 weeks.,War,0,lindsey graham admission travels israel every weeks,2
The US 182nd Airborne personal’s leave has been canceled in preparation of a limited ground assault.,War,0,us nd airborne personals leave canceled preparation limited ground assault,0
The longer this war drags on the lower Trumps number will be! No one wanted to enter is war! Trump did not get authorization through Congress and it’s just a mess DJT pulled Americans into. Americans do not want to fight Netanyahu’s 40 year dream of defeating Iran in a war! If they put boots on the ground let it be Israel boots on the ground and Lindsay Graham!,War,0,longer war drags lower trumps number one wanted enter war trump get authorization congress mess djt pulled americans americans want fight netanyahus year dream defeating iran war put boots ground let israel boots ground lindsay graham,0
"How come the advisor interviewed was not challenged when he said 9/11 happened because the US didn’t strike Iran?!!!? Al Jazeera, what’s going on with you lately?",War,6,come advisor interviewed challenged said happened us didnt strike iran al jazeera whats going lately,0
"america didn't receive enough pain when saudis carried out the 9/11 terrorist attacks.
Now they want to create another entire nation of people with valid reason to hate america.

But now the people of the western world don't stand with america.....  the nation has turned putrid under the orange buffoon.

There may be debate about the ""iran excursion""....  but the trumpian administration doesn't have the skills to rationally consider anything, let alone have debate.",War,3,america didnt receive enough pain saudis carried terrorist attacks want create another entire nation people valid reason hate america people western world dont stand america nation turned putrid orange buffoon may debate iran excursion trumpian administration doesnt skills rationally consider anything let alone debate,0
12:15 Gave up what? Afghanistan... so you wish you were still there? smh,War,1,gave afghanistan wish still smh,2
Iran is winning the war as long as it controls Strait of Hormuz.,War,1,iran winning war long controls strait hormuz,1
"Mr.Trump, Look at your country, you are not the king of this world, people of USA elected you to serve USA only",War,0,mrtrump look country king world people usa elected serve usa,2
"Of course things are going terribly wrong, just look at who the architects of this debacle are!",War,1,course things going terribly wrong look architects debacle,0
"What is the problem of USA to Venezuela, Greenland, Cuba, Sudan, and now Iran,",War,1,problem usa venezuela greenland cuba sudan iran,2
Like every sovereign nation Iran has also all the legitimate right for its self defense.,War,2,like every sovereign nation iran also legitimate right self defense,1
"Iran is begging for boots on grounds

We are furious to see Americans troops on our shores 🇮🇷🙏🙏🙏🇮🇷",War,0,iran begging boots grounds furious see americans troops shores,2
10:01 It should be noted that Hegseth is Christian right hardliner and could see this as a religious necessity. That on top of being a college bro booze head doesn't help.,War,2,noted hegseth christian right hardliner could see religious necessity top college bro booze head doesnt help,1
Trump don't care solders die he only solute to dead body of solders just for political scoring . because his sons enjoy life. My question is if this war is necessary then trump send our own son Barron Trump as a solders  to Iran war and give sacrifice's for our nation ?. both site peoples are die because they are not family member of trump.,War,0,trump dont care solders die solute dead body solders political scoring sons enjoy life question war necessary trump send son barron trump solders iran war give sacrifices nation site peoples die family member trump,1
Why USA is against Iran? Why USA do not respect the sovereignty of Iran. Iran is not a threat for anyone.,War,0,usa iran usa respect sovereignty iran iran threat anyone,2
Trump has no analytical approach... He is out of sense old man. Incompetent .. Since he joined USA in prob,War,0,trump analytical approach sense old man incompetent since joined usa prob,0
Americans better keep this war hugely asymmetrical as possible to win it. Because when having to fight on an equal basis without huge air support and other supports they have not done well. As in Vietnam and elsewhere. Whoever it is it is somebody’s kid that die.,War,0,americans better keep war hugely asymmetrical possible win fight equal basis without huge air support supports done well vietnam elsewhere whoever somebodys kid die,1
Where the heck is Israel’s prime minister,War,0,heck israels prime minister,2
"There's no question, tRUMP is a moron...",War,0,theres question trump moron,0
We Pakistanis want US troops on ground to be the final nail in the coffin for US military and economy as they have been engaged in Afghanistan for 20 years 😊,War,0,pakistanis want us troops ground final nail coffin us military economy engaged afghanistan years,0
"""I exhort therefore, that, first of all, supplications, prayers, intercessions, and giving of thanks, be made for all men; for kings, and for all that are in authority; that we may lead a quiet and peaceable life in all godliness and honesty.""--1 Timothy 2: 1--2 kjv",War,0,exhort therefore first supplications prayers intercessions giving thanks made men kings authority may lead quiet peaceable life godliness honesty timothy kjv,1
"Khamenei issued a sharp warning to the United States, stating that “all U.S. bases should be immediately closed in the region or they will continue to be attacked.”",War,0,khamenei issued sharp warning united states stating us bases immediately closed region continue attacked,0
"Lets thank isreal for drowning USA ,and fooling D Trump... true or false ???",War,0,lets thank isreal drowning usa fooling trump true false,0
Trump's special military operation and we remember these words four years ago .,War,1,trumps special military operation remember words four years ago,1
Put the Boots 👢 on the ground let Iran 🇮🇷 teach them a lesson,War,0,put boots ground let iran teach lesson,2
"Send the sons and daughters to Iran , kiss them all goodbye forever, Tell twump and hegseth to go fukc themselves.",War,0,send sons daughters iran kiss goodbye forever tell twump hegseth go fukc,2
The cia talking to the deepstate and Isreal all at the same table . The American people see the cia propaganda machine p.s.,War,0,cia talking deepstate isreal table american people see cia propaganda machine ps,0
"Iranians understand Trump has to bomb Iran because they “stayed out of it” and it lead to 9/11?!? This guy has been sleeping under a rock 🪨 😮 
Republican Tom Davis",War,0,iranians understand trump bomb iran stayed lead guy sleeping rock republican tom davis,2
Can we propose somalians freeloaders citizens to fight the war too. Enought enjoying taxpayers support their welfare and economic security. Time to pay back.,War,0,propose somalians freeloaders citizens fight war enought enjoying taxpayers support welfare economic security time pay back,1
"This is a shame for USA citizens, where is America first promises. And what about the countries of the Arabic gulf relations and their countries beautiful countries involved in a war that they did not started and are not part of it. Crazy, Crazy,Crazy.",War,1,shame usa citizens america first promises countries arabic gulf relations countries beautiful countries involved war started part crazy crazycrazy,1
"IF. IF. IF.   get on with the news at hand, quit with the stupid speculation.   Disappointing coverage.",War,0,get news hand quit stupid speculation disappointing coverage,0
"War debate?  More like war debacle.  Unfit, unprepared, incompetent buffoonery from the top down.",War,0,war debate like war debacle unfit unprepared incompetent buffoonery top,1
OPERATION EPIC EPSTEIN DISTRACTION.,War,120,operation epic epstein distraction,1
"One of the motivations for the US military's participation in the war is to develop its combat capabilities by increasing its field experience, with the aim of enhancing its expertise and raising its capabilities to ensure efficient performance in various military fields, in line with the skills and experience the Russian military is gaining on the ground through its military operations against Ukraine.",War,1,one motivations us militarys participation war develop combat capabilities increasing field experience aim enhancing expertise raising capabilities ensure efficient performance various military fields line skills experience russian military gaining ground military operations ukraine,0
Al Jazeera Epstein gang...they are all in cahoots....,War,0,al jazeera epstein gangthey cahoots,2
"Iran is the powerful country 
I love Iran",War,2,iran powerful country love iran,1
No debate here! This is what I voted for! Finish the job boys 🇺🇸🇮🇱🇺🇸🇮🇱🇺🇸🇮🇱,War,0,debate voted finish job boys,2
Poor Vance Trump has ruined his political career,War,1,poor vance trump ruined political career,0
Trump is sending American troops on suicide mission,War,2,trump sending american troops suicide mission,2
"Trump’s greatest strength is in his unpredictability. It’s always good to keep the enemies outside guessing, but it’s much better to confuse the enemies within!",War,0,trumps greatest strength unpredictability always good keep enemies outside guessing much better confuse enemies within,1
"Why are there not a billion views of this channel for each and every video?  Always accurate, very timely, and certainly worth spending an hour here each day rather than any of America's news channels, BBC, China or Anti-China propaganda videos.  There are other very good channels but not many.",War,1,billion views channel every video always accurate timely certainly worth spending hour day rather americas news channels bbc china antichina propaganda videos good channels many,1
"not one single Iranian was involved in the attacks of September 11th, 2001.",War,91,one single iranian involved attacks september th,0
Relase all efsteem files because of the efsteem trump playing game divert American,War,3,relase efsteem files efsteem trump playing game divert american,0
What has Israel done for America? Answer sending your love ones to die for them,War,0,israel done america answer sending love ones die,1
If they send troops in  the American people would be even more against him.  It would be political suicide but he is so delusional he may actually do it.,War,2,send troops american people would even would political suicide delusional may actually,2
"The recklessness of America and Israel is cousin disaster to the world, in Nigeria fuel price is N 1400/litre today God will not forgive the political vampires who provoke this war. Amen",War,2,recklessness america israel cousin disaster world nigeria fuel price n litre today god forgive political vampires provoke war amen,2
If 37% of war mongering Americans soldiers wants to kill themselves in war. Then sent these soldiers. Iran will be doing global world a favor by getting rid of these war mongers. Sent the war monger senators to the front line too. These are the decision makers and they started the wars. If senators are tell right or wrong. There's only one place for them. Go face the enemy themselves that they created.,War,3,war mongering americans soldiers wants kill war sent soldiers iran global world favor getting rid war mongers sent war monger senators front line decision makers started wars senators tell right wrong theres one place go face enemy created,0
"Three stooges,  the liers .",War,5,three stooges liers,2
Trump refers to deceased soldiers as losers!!,War,49,trump refers deceased soldiers losers,0
"Respect for Trump for his commitment to help the weakest in Iran - those who died protesting, and who those are still alive. Freedom is never easy. But more than worth the fight.",War,0,respect trump commitment help weakest iran died protesting still alive freedom never easy worth fight,1
In 20 years there will be no Israeli in there,War,3,years israeli,2
Usa and Israel kills there imam Shia. How will be if someone kills st jonh Paul same like that ??,War,1,usa israel kills imam shia someone kills st jonh paul like,2
"US is not largest producer in the world, Saudi Arabia is. Gulf states produce far more oil globally",War,6,us largest producer world saudi arabia gulf states produce far oil globally,1
"Donald Trump was lucky to kidnapp Maduro without retaliation, he should stopped  there,no iran",War,0,donald trump lucky kidnapp maduro without retaliation stopped thereno iran,1
Why this dumb congress man doesn't understand that Iran is no way threat to US. Israel is more economical threat to US.,War,5,dumb congress man doesnt understand iran way threat us israel economical threat us,0
Trump wants war!! he should send his kids to war before he send ours.,War,25,trump wants war send kids war send,1
"The idea of sending troops to iran is pure result of sensile. Unawareness of the region and Iran. America could not defeat Vietnam .every solder will be killed ,American solders need relaxation behind the front ,Iranians suicide bomb all Americans. GO ahead Mr genius Trump",War,0,idea sending troops iran pure result sensile unawareness region iran america could defeat vietnam every solder killed american solders need relaxation behind front iranians suicide bomb americans go ahead mr genius trump,0
That is a death sentence for American troops.  Terrible idea.,War,36,death sentence american troops terrible idea,0
How s feeling big dog turamp is israel and us on war long time provocation,War,0,feeling big dog turamp israel us war long time provocation,0
Next week Iranian drone flaying in US cities,War,3,next week iranian drone flaying us cities,2
"Title: _'Trump IS TRAPPED In Iran Escalation Nightmare'_

on: *Breaking Points*

Idiots in power ...",War,6,title trump trapped iran escalation nightmare breaking points idiots power,0
In my views if american se d troops on iran ground it will big loss for american soldiers,War,0,views american se troops iran ground big loss american soldiers,2
